filename	epochNum	blockNum	phase	annotatorID	hitId	assignmentId	
e1186-b1-01-03-0045-smp379001.png	1186	1	phase1	0006			
e1187-b1-01-03-0045-smp381251.png	1187	1	phase1	0006			
e1188-b1-01-03-0045-smp383501.png	1188	1	phase1	0006			
e1189-b1-01-03-0045-smp385751.png	1189	1	phase1	0006			
e1190-b1-01-03-0045-smp388001.png	1190	1	phase1	0006			
e0176-b6-01-05-0005-smp904001.png	176	6	phase1	0006			
e0177-b6-01-05-0005-smp906251.png	177	6	phase1	0006			
e0178-b6-01-05-0005-smp908501.png	178	6	phase1	0006			
e0179-b6-01-05-0005-smp910751.png	179	6	phase1	0006			
e0180-b6-01-05-0005-smp913001.png	180	6	phase1	0006			
e1496-b3-01-04-0015-smp1024001.png	1496	3	phase1	0006			
e1497-b3-01-04-0015-smp1026251.png	1497	3	phase1	0006			
e1498-b3-01-04-0015-smp1028501.png	1498	3	phase1	0006			
e1499-b3-01-04-0015-smp1030751.png	1499	3	phase1	0006			
e1500-b3-01-04-0015-smp1033001.png	1500	3	phase1	0006			
e0081-b7-01-05-0003-smp713101.png	81	7	phase1	0006			
e0082-b7-01-05-0003-smp715351.png	82	7	phase1	0006			
e0083-b7-01-05-0003-smp717601.png	83	7	phase1	0006			
e0084-b7-01-05-0003-smp719851.png	84	7	phase1	0006			
e0085-b7-01-05-0003-smp722101.png	85	7	phase1	0006			
e0301-b1-01-05-0008-smp140001.png	301	1	phase1	0006			
e0302-b1-01-05-0008-smp142251.png	302	1	phase1	0006			
e0303-b1-01-05-0008-smp144501.png	303	1	phase1	0006			
e0304-b1-01-05-0008-smp146751.png	304	1	phase1	0006			
e0305-b1-01-05-0008-smp149001.png	305	1	phase1	0006			
e0746-b10-01-05-0017-smp1568001.png	746	10	phase1	0006			
e0747-b10-01-05-0017-smp1570251.png	747	10	phase1	0006			
e0748-b10-01-05-0017-smp1572501.png	748	10	phase1	0006			
e0749-b10-01-05-0017-smp1574751.png	749	10	phase1	0006			
e0750-b10-01-05-0017-smp1577001.png	750	10	phase1	0006			
e0431-b7-01-05-0010-smp798001.png	431	7	phase1	0006			
e0432-b7-01-05-0010-smp800251.png	432	7	phase1	0006			
e0433-b7-01-05-0010-smp802501.png	433	7	phase1	0006			
e0434-b7-01-05-0010-smp804751.png	434	7	phase1	0006			
e0435-b7-01-05-0010-smp807001.png	435	7	phase1	0006			
e1336-b1-01-04-0003-smp126001.png	1336	1	phase1	0006			
e1337-b1-01-04-0003-smp128251.png	1337	1	phase1	0006			
e1338-b1-01-04-0003-smp130501.png	1338	1	phase1	0006			
e1339-b1-01-04-0003-smp132751.png	1339	1	phase1	0006			
e1340-b1-01-04-0003-smp135001.png	1340	1	phase1	0006			
e1346-b3-01-04-0003-smp1230001.png	1346	3	phase1	0006			
e1347-b3-01-04-0003-smp1232251.png	1347	3	phase1	0006			
e1348-b3-01-04-0003-smp1234501.png	1348	3	phase1	0006			
e1349-b3-01-04-0003-smp1236751.png	1349	3	phase1	0006			
e1350-b3-01-04-0003-smp1239001.png	1350	3	phase1	0006			
e0916-b1-01-03-0005-smp808001.png	916	1	phase1	0006			
e0917-b1-01-03-0005-smp810251.png	917	1	phase1	0006			
e0918-b1-01-03-0005-smp812501.png	918	1	phase1	0006			
e0919-b1-01-03-0005-smp814751.png	919	1	phase1	0006			
e0920-b1-01-03-0005-smp817001.png	920	1	phase1	0006			
e0926-b3-01-03-0005-smp1380001.png	926	3	phase1	0006			
e0927-b3-01-03-0005-smp1382251.png	927	3	phase1	0006			
e0928-b3-01-03-0005-smp1384501.png	928	3	phase1	0006			
e0929-b3-01-03-0005-smp1386751.png	929	3	phase1	0006			
e0930-b3-01-03-0005-smp1389001.png	930	3	phase1	0006			
e0806-b3-01-05-0020-smp634001.png	806	3	phase1	0006			
e0807-b3-01-05-0020-smp636251.png	807	3	phase1	0006			
e0808-b3-01-05-0020-smp638501.png	808	3	phase1	0006			
e0809-b3-01-05-0020-smp640751.png	809	3	phase1	0006			
e0810-b3-01-05-0020-smp643001.png	810	3	phase1	0006			
e0826-b1-01-05-0023-smp328001.png	826	1	phase1	0006			
e0827-b1-01-05-0023-smp330251.png	827	1	phase1	0006			
e0828-b1-01-05-0023-smp332501.png	828	1	phase1	0006			
e0829-b1-01-05-0023-smp334751.png	829	1	phase1	0006			
e0830-b1-01-05-0023-smp337001.png	830	1	phase1	0006			
e1761-b2-01-04-0036-smp467201.png	1761	2	phase1	0006			
e1762-b2-01-04-0036-smp469451.png	1762	2	phase1	0006			
e1763-b2-01-04-0036-smp471701.png	1763	2	phase1	0006			
e1764-b2-01-04-0036-smp473951.png	1764	2	phase1	0006			
e1765-b2-01-04-0036-smp476201.png	1765	2	phase1	0006			
e0971-b3-01-03-0010-smp1215001.png	971	3	phase1	0006			
e0972-b3-01-03-0010-smp1217251.png	972	3	phase1	0006			
e0973-b3-01-03-0010-smp1219501.png	973	3	phase1	0006			
e0974-b3-01-03-0010-smp1221751.png	974	3	phase1	0006			
e0975-b3-01-03-0010-smp1224001.png	975	3	phase1	0006			
e1577-b1-01-04-0021-smp299251.png	1577	1	phase1	0006			
e1578-b1-01-04-0021-smp301501.png	1578	1	phase1	0006			
e1579-b1-01-04-0021-smp303751.png	1579	1	phase1	0006			
e1580-b1-01-04-0021-smp306001.png	1580	1	phase1	0006			
e1396-b1-01-04-0008-smp231001.png	1396	1	phase1	0006			
e1397-b1-01-04-0008-smp233251.png	1397	1	phase1	0006			
e1398-b1-01-04-0008-smp235501.png	1398	1	phase1	0006			
e1399-b1-01-04-0008-smp237751.png	1399	1	phase1	0006			
e1400-b1-01-04-0008-smp240001.png	1400	1	phase1	0006			
e1986-b2-01-02-0015-smp178001.png	1986	2	phase1	0006			
e1987-b2-01-02-0015-smp180251.png	1987	2	phase1	0006			
e1988-b2-01-02-0015-smp182501.png	1988	2	phase1	0006			
e1989-b2-01-02-0015-smp184751.png	1989	2	phase1	0006			
e1990-b2-01-02-0015-smp187001.png	1990	2	phase1	0006			
e1931-b3-01-02-0011-smp1009001.png	1931	3	phase1	0006			
e1932-b3-01-02-0011-smp1011251.png	1932	3	phase1	0006			
e1933-b3-01-02-0011-smp1013501.png	1933	3	phase1	0006			
e1934-b3-01-02-0011-smp1015751.png	1934	3	phase1	0006			
e1941-b2-01-02-0012-smp1106001.png	1941	2	phase1	0006			
e1942-b2-01-02-0012-smp1108251.png	1942	2	phase1	0006			
e1943-b2-01-02-0012-smp1110501.png	1943	2	phase1	0006			
e1944-b2-01-02-0012-smp1112751.png	1944	2	phase1	0006			
e1945-b2-01-02-0012-smp1115001.png	1945	2	phase1	0006			
e2161-b8-01-01-0008-smp2296801.png	2161	8	phase2	0006			
e2162-b8-01-01-0008-smp2299051.png	2162	8	phase2	0006			
e2163-b8-01-01-0008-smp2301301.png	2163	8	phase2	0006			
e2164-b8-01-01-0008-smp2303551.png	2164	8	phase2	0006			
e2165-b8-01-01-0008-smp2305801.png	2165	8	phase2	0006			
