startSec	durationSec	eventName	
6720.8086	115	segmentViewed	
8850.8359	115	segmentViewed	
15750.9258	115	segmentViewed	
6730.3986	1	spindle	
6744.8086	1.03	spindle	
6753.7886	1.14	spindle	
6756.6986	0.67	spindle	
6766.4786	1.78	spindle	
6774.6986	0.78	spindle	
6779.0586	0.61	spindle	
6798.7886	0.81	spindle	
6801.0886	0.75	spindle	
6814.6986	0.58	spindle	
6820.5586	0.83	spindle	
6829.5086	0.92	spindle	
6833.4786	1.36	spindle	
8854.0359	1.14	spindle	
8877.3159	0.72	spindle	
8882.0359	1.33	spindle	
8896.1759	1.06	spindle	
8903.3659	0.56	spindle	
8904.5059	0.56	spindle	
8907.4459	0.86	spindle	
8912.5359	0.83	spindle	
8915.0359	0.61	spindle	
8921.6959	0.97	spindle	
8925.9459	0.5	spindle	
8936.3959	0.78	spindle	
8941.7259	0.69	spindle	
8946.6759	0.89	spindle	
8951.5659	1.69	spindle	
8963.3959	1.14	spindle	
15765.9558	1.02	spindle	
15771.0258	1.47	spindle	
15776.4458	1.88	spindle	
15778.7458	0.67	spindle	
15780.7658	1.29	spindle	
15784.2158	1.82	spindle	
15794.2158	0.8	spindle	
15798.9858	0.6	spindle	
15809.0258	0.56	spindle	
15813.6258	0.82	spindle	
15820.8858	0.81	spindle	
15840.6358	1.09	spindle	
15844.4058	1.16	spindle	
15849.9958	0.97	spindle	
15853.9158	1.31	spindle	
